0,393.83,0
0.2,362.406,65.8739
0.4,310.586,103.431
0.6,239.429,129.121
0.8,160.033,135.406
1,71.8976,119.903
1.2,-12.0422,88.8452
1.4,-80.7122,43.7673
1.6,-135.066,-11.6527
1.8,-160.759,-66.1406
2,-157.314,-115.253
2.2,-131.369,-153.201
2.4,-81.8125,-168.929
2.6,-19.6601,-163.251
2.8,48.7525,-139.397
3,115.791,-86.4145
3.2,173.955,-19.8944
3.4,218.592,56.6535
3.6,239.932,132.736
3.8,242.637,200.963
4,224.483,257.156
4.2,184.634,289.684
4.4,139.497,291.64
4.6,86.2597,270.5
4.8,35.0548,224.979
5,-7.44627,157.749
5.2,-33.3286,77.4754
5.4,-44.3111,-5.57337
5.6,-35.5804,-83.9757
5.8,-9.95058,-149.742
6,25.1632,-193.283
6.2,68.6385,-211.468
6.4,107.867,-204.934
6.6,145.515,-167.455
6.8,168.48,-110.116
7,172.919,-37.0592
7.2,165.057,46.5317
7.4,137.264,126.324
7.6,95.3343,199.087
7.8,42.6238,257.229
8,-11.8797,289.046
8.2,-64.9564,296.329
8.4,-108.212,279.801
8.6,-133.366,241.642
8.8,-135.814,188.832
9,-115.842,126.782
9.2,-78.5556,61.0893
9.4,-23.0479,1.33957
9.6,43.3741,-46.3346
9.8,115.165,-76.3826
10,182.393,-85.2769
10.2,234.572,-76.9203
10.4,266.951,-46.5921
10.6,277.846,-3.62323
10.8,266.151,43.1887
11,224.648,91.2911
11.2,163.871,131.763
11.4,88.6002,163.567
11.6,5.33094,179.202
11.8,-77.3182,176.999
12,-148.26,158.755
12.2,-205.691,127.513
12.4,-234.822,84.4681
12.6,-239.888,42.6654
12.8,-218.104,3.33184
13,-169.028,-25.4204
13.2,-105.397,-39.426
13.4,-33.083,-34.8945
13.6,46.2132,-14.0021
13.8,120.751,24.7689
14,178.106,74.2466
14.2,212.532,125.352
14.4,225.941,177.929
14.6,218.591,219.852
14.8,184.816,250.318
15,133.93,262.159
15.2,71.8074,250.554
15.4,4.37677,218.307
15.6,-59.9342,165.505
15.8,-110.782,100.143
16,-146.452,33.9481
16.2,-166.285,-34.3957
16.4,-163.334,-96.7285
16.6,-145.155,-136.853
16.8,-111.222,-156.571
17,-67.4439,-153.456
17.2,-22.4323,-124.353
17.4,21.7028,-74.6385
17.6,53.9387,-6.86906
17.8,69.9012,71.5814
18,73.8837,147.94
18.2,61.36,217.956
18.4,32.4409,274.626
18.6,-7.79443,314.731
18.8,-48.2521,326.655
19,-85.7974,311.004
19.2,-117.186,270.737
19.4,-139.573,212.9
19.6,-143.107,143.88
19.8,-129.008,64.9138
20,-99.6953,-9.71676
20.2,-59.8835,-71.1521
20.4,-11.6906,-117.159
20.6,35.1684,-142.027
20.8,78.704,-145.037
21,111.504,-123.181
21.2,122.947,-83.6197
21.4,117.747,-32.1822
21.6,94.7795,25.6845
21.8,52.3961,83.0444
22,-4.9089,135.433
22.2,-71.006,172.74
22.4,-136.465,194.665
22.6,-195.871,197.429
22.8,-244.202,183.346
23,-271.259,155.925
23.2,-274.389,115.133
23.4,-259.956,69.4713
23.6,-221.148,29.9049
23.8,-162.199,-8.71161
24,-91.289,-32.5338
24.2,-16.9927,-42.3325
24.4,49.0483,-41.2735
24.6,107.023,-21.7613
24.8,149.075,8.06972
25,170.229,39.9181
25.2,161.759,75.3621
25.4,132.637,106.049
25.6,86.292,125.113
25.8,23.6923,130.029
26,-48.1762,121.225
26.2,-117.549,101.382
26.4,-180.314,63.7469
26.6,-230.84,18.851
26.8,-263.247,-26.7724
27,-273.255,-71.4498
27.2,-260.643,-104.675
27.4,-229.675,-128.698
27.6,-182.615,-136.162
27.8,-130.473,-117.301
28,-73.2059,-83.6491
28.2,-20.6571,-40.1074
28.4,21.2411,17.3572
28.6,49.8514,79.6209
28.8,61.0625,135.249
29,52.9973,180.73
29.2,32.9832,211.871
29.4,1.46222,222.142
29.6,-35.3809,211.574
29.8,-77.8825,174.661
30,-113.768,124.215
30.2,-138.395,59.7431
30.4,-154.603,-12.1903
30.6,-150.844,-81.4769
30.8,-136.943,-145.013
31,-115.749,-190.883
31.2,-80.947,-220.571
31.4,-45.9924,-226.353
31.6,-17.8207,-206.581
31.8,5.14915,-168.205
32,16.247,-117.186
32.2,11.8561,-54.7694
32.4,-2.44696,10.3411
32.6,-31.4524,69.1173
32.8,-70.9354,119.413
33,-110.349,155.793
33.2,-151.435,169.169
33.4,-188.485,163.45
33.6,-210.28,138.662
33.8,-215.232,98.4366
34,-205.173,48.4331
34.2,-178.386,-6.20071
34.4,-137.464,-59.3539
34.6,-86.4328,-103.088
34.8,-26.2111,-135.574
35,30.7943,-152.433
35.2,77.0408,-154.944
35.4,112.182,-140.488
35.6,132.803,-117.42
35.8,127.498,-87.2956
36,105.884,-51.4023
36.2,66.558,-17.3865
36.4,8.11842,7.36238
36.6,-54.0163,22.3305
36.8,-116.955,25.2889
37,-178.357,18.1897
37.2,-226.119,-0.649632
37.4,-253.596,-28.9523
37.6,-261.519,-57.0356
37.8,-251.713,-86.849
38,-223.415,-110.521
38.2,-177.359,-123.402
38.4,-117.94,-125.711
38.6,-55.1167,-114.831
38.8,4.92617,-93.5649
39,57.126,-62.0458
39.2,97.3058,-24.6296
39.4,119.38,10.9373
39.6,126.177,48.9893
39.8,116.219,70.0554
40,86.8919,81.0801
40.2,46.4655,74.6925
40.4,-1.19538,53.9437
40.6,-48.3857,17.9627
40.8,-87.979,-27.5604
41,-121.676,-82.0278
41.2,-142.646,-135.31
41.4,-147.772,-180.16
41.6,-138.922,-218.861
41.8,-118.407,-241.102
42,-87.872,-245.238
42.2,-55.7022,-227.735
42.4,-24.9718,-198.279
42.6,6.87922,-150.476
42.8,26.3325,-91.0018
43,33.0173,-33.5623
43.2,33.319,24.1179
43.4,20.5521,73.1073
43.6,1.53781,104.375
43.8,-22.4935,123.461
44,-45.3378,123.498
44.2,-65.1783,98.8864
44.4,-78.392,64.7434
44.6,-82.4382,16.1699
44.8,-72.0625,-42.6543
45,-52.4279,-100.856
45.2,-26.2701,-154.038
45.4,8.57047,-194.488
45.6,43.921,-221.778
45.8,80.1796,-233.678
46,107.758,-228.507
46.2,121.319,-206.337
46.4,123.769,-171.975
46.6,109.455,-131.831
46.8,81.3739,-85.0107
47,44.3107,-42.6767
47.2,2.00884,-7.61473
47.4,-48.9564,16.9139
47.6,-95.716,31.0345
47.8,-129.102,32.4435
48,-152.061,19.0341
48.2,-158.6,-4.11563
48.4,-148.183,-31.7734
48.6,-124.333,-60.0004
48.8,-80.3556,-81.6689
49,-32.35,-99.4061
49.2,24.252,-111.401
49.4,82.8806,-113.395
49.6,132.232,-106.341
49.8,172.417,-88.1465
50,195.645,-67.9598
50.2,202.99,-45.4427
50.4,190.248,-25.6033
50.6,163.412,-9.42722
50.8,120.123,-4.09639
51,71.7181,-9.55387
51.2,22.2468,-19.9281
51.4,-26.8532,-40.8509
51.6,-65.9187,-67.7262
51.8,-94.0927,-99.1096
52,-108.091,-127.906
52.2,-110.659,-147.913
52.4,-93.0325,-162.377
52.6,-66.958,-165.717
52.8,-30.8569,-155.273
53,11.6191,-131.398
53.2,49.079,-98.7398
53.4,81.9274,-56.3581
53.6,110.571,-9.88945
53.8,129.682,33.2419
54,136.218,69.034
54.2,129.55,92.8754
54.4,116.196,104.753
54.6,96.7237,103.458
54.8,74.8808,85.1734
55,51.4779,54.5567
55.2,33.5911,12.1894
55.4,22.8514,-34.6745
55.6,21.2108,-85.343
55.8,24.6286,-132.075
56,32.7517,-167.93
56.2,49.3732,-193.616
56.4,68.8149,-201.295
56.6,86.3557,-192.688
56.8,99.1213,-171.948
57,105.462,-136.657
57.2,102.591,-93.0748
57.4,92.0184,-46.3634
57.6,74.6968,4.04324
57.8,53.7702,47.8529
58,24.3285,78.7804
58.2,2.67169,101.955
58.4,-20.2707,109.45
58.6,-36.871,100.696
58.8,-40.9563,84.107
59,-33.859,56.3113
59.2,-14.2134,23.076
59.4,13.9786,-9.52529
59.6,48.3886,-36.6685
59.8,86.5196,-62.2166
60,129.288,-81.4202
60.2,165.216,-94.049
60.4,189.457,-91.4717
60.6,205.733,-75.3824
60.8,205.686,-57.0104
61,193.614,-37.774
61.2,168.315,-16.7546
61.4,131.143,2.00722
61.6,86.1123,15.9243
61.8,38.7292,24.4027
62,-5.13368,26.1684
62.2,-42.71,19.7345
62.4,-68.6014,10.7367
62.6,-85.7981,-6.03926
62.8,-85.1885,-15.7529
63,-69.2643,-23.2978
63.2,-43.8404,-29.9007
63.4,-8.07294,-28.5085
63.6,35.3788,-23.8641
63.8,80.9279,-5.20259
64,117.549,16.3397
64.2,151.342,39.6111
64.4,176.648,65.5533
64.6,185.89,87.7162
64.8,185.856,100.48
65,170.732,105.649
65.2,147.995,105.519
65.4,122.087,93.8081
65.6,88.3931,71.9167
65.8,55.2881,44.4346
66,30.1896,10.3533
66.2,10.1702,-23.9148
66.4,-3.22141,-55.8455
66.6,-7.55656,-83.0771
66.8,-6.51782,-96.745
67,5.41721,-100.793
67.2,17.5504,-92.9861
67.4,32.7718,-69.2319
67.6,49.0754,-40.6215
